ID,Texto_Bruto,Tokens_Normalizados,Stemming,Lemma,Outros_Dados_Relevantes
http://adalbertoday.blogspot.com.br/2012/08/o-cemiterio-onde-dr-blumenau-foi.html,"Cemitério Hauptfriedhof Braunschweig (em português Cemitério principal de Braunschweig) na Alemanha onde Dr. Blumenau foi enterrado Fotos e parte dos textos, enviado pelo amigo Gustavo Loos, em sua vi...",cemitério hauptfriedhof braunschweig português cemitério principal braunschweig alemanha onde dr. blumenau enterrado fotos parte textos enviado amigo gustavo loos viagem,cemitéri hauptfriedhof braunschweig portugu cemitéri princip braunschweig alemanh ond dr. blumenau enterr fot part text envi amig gustav loo viag,cemitério hauptfriedhof braunschweig português cemitério principal braunschweig alemanha onde dr. blumenau enterrado fotos parte textos enviado amigo gustavo loo viagem,"Nomes: Fotos, Adalberto, Day"
http://adalbertoday.blogspot.com.br/2012/05/o-empreendedor-dr-blumenau.html,Imagem Sônia Baier Gauche O empreendedor dr. Blumenau Sumário das precessões locais motivadoras à Colonização do território no médio Vale do Itajaí pelo dr. Blumenau Sucinta exposição responsiva de Ni...,imagem sônia baier gauche empreendedor dr. blumenau sumário precessões locais motivadoras colonização território médio vale itajaí dr. blumenau sucinta exposição,imag sôn bai gauch empreend dr. blumenau sum precess local motiv colon territóri médi val itajaí dr. blumenau sucint expos,imagem sônia baier gauche empreendedor dr. blumenau sumário precessões locais motivadoras colonização território médio vale itajaí dr. blumenau sucinta exposição,"Nomes: Coronel, Colonização, Qual"
http://adalbertoday.blogspot.com.br/2010/05/descoberta-de-novas-terras.html,"O Brasil era uma imensa floresta virgem até 1526, quando a esquadra portuguesa liderada por Cristovão Jaques aportou em Porto Seguro. A feitoria instalada na ocasião foi o primeiro núcleo colonizador ...",brasil imensa floresta virgem esquadra portuguesa liderada cristovão jaques aportou porto seguro feitoria instalada ocasião primeiro núcleo colonizador país.nos próximos,brasil imens florest virgem esquadr portugu lider cristov jaqu aport port segur feit instal ocas prim núcle coloniz país.n próx,brasil imensa floresta virgem esquadra portuguesa liderada cristovão jaques aportou porto seguro feitoria instalada ocasião primeiro núcleo colonizador país.nos próximos,"Nomes: Porto, Preços, Otto"
http://adalbertoday.blogspot.com.br/2012/04/vida-religiosa-no-inicio-da-colonia.html,"A HISTÓRIA DE BLUMENAU REVELA: VIDA RELIGIOSA EM BLUMENAU A imagem de 1876 mostra a inauguração da Igreja Matriz São Paulo Apóstolo, de Blumenau. No alto das escadarias está o padre Jose Maria Jacobs....",história blumenau revela vida religiosa blumenau imagem mostra inauguração igreja matriz paulo apóstolo blumenau alto escadarias padre jose maria jacobs,histór blumenau revel vid religi blumenau imag mostr inaugur igrej matriz paul apóstol blumenau alt escad padr jos mar jacob,história blumenau revela vida religiosa blumenau imagem mostra inauguração igreja matriz paulo apóstolo blumenau alto escadarias padre jose maria jacob,"Nomes: Rua, Teresópolis, Gattone"
http://adalbertoday.blogspot.com.br/2012/01/as-duas-roseiras-de-dr-blumenau.html,"HISTÓRIA ROMANCEADA DE BLUMENAU E DO SEU FUNDADOR NEMÉSIO HEUSI {....} O Dr. Blumenau chegou à colônia ao amanhecer. E nas mãos, as duas roseiras. Estava ansioso por ver Hackradt, que tomava café num ...",história romanceada blumenau fundador nemésio heusi dr. blumenau chegou colônia amanhecer mãos duas roseiras ansioso ver hackradt tomava café rancho,histór romance blumenau fund nemési heus dr. blumenau cheg colôn amanhec mão dua ros ansi ver hackradt tom café ranch,história romanceada blumenau fundador nemésio heusi dr. blumenau chegou colônia amanhecer mãos duas roseiras ansioso v hackradt tomava café rancho,"Datas: 04/10/1965, 23/02/1887, 22/02/1887 | Nomes: Pronta, Diga, Friedenreich"
http://adalbertoday.blogspot.com.br/2009/03/os-180-anos-da-chegada-dos-alemaes-em.html,"O texto foi coletado do Blog de Adalberto Day, com autorização prévia, pela jornalista Viviane Bevilacqua – Diário Catarinense. Postagem em outubro de 2008, e reeditada em 01/março/2009 Para saber mai...",texto coletado blog adalberto day autorização prévia jornalista viviane bevilacqua diário catarinense postagem outubro reeditada 01/março/2009 saber clique link anos,text colet blog adalbert day autor prév jornal vivian bevilacqu diári catarin post outubr reedit 01/março/2009 sab cliqu link ano,texto coletado blog adalberto day autorização prévia jornalista viviane bevilacqua diário catarinense postagem outubro reeditada 01/março/2009 saber clique link ano,"Nomes: Igreja, Adalberto, Major"
https://adalbertoday.blogspot.com/2020/12/o-conde-deu-em-blumenau.html,"Brasil Imperial Em dezembro de 1884 durante viagem a Santa Catarina, o Genro do Imperador Dom Pedro II, Príncipe Consorte Gastão de Orléans o Conde d’Eu resolvera fazer uma visita ao recém-criado muni...",brasil imperial dezembro durante viagem santa catarina genro imperador dom pedro príncipe consorte gastão orléans conde resolvera fazer visita recém-criado,brasil imper dezembr dur viag sant catarin genr imper dom pedr príncip consort gast orlé cond resolv faz visit recém-cri,brasil imperial dezembro durante viagem santa catarina genro imperador dom pedro príncipe consorte gastão orléans conde resolvera fazer visita recém-criado,"Datas: 28/04/1842 | Nomes: Gerlach, Imperador, Por"
http://adalbertoday.blogspot.com.br/2015/11/hinos-de-blumenau.html,"Hinos de Blumenau Até pouco tempo Blumenau era conhecida apenas pelo hino do seu Centenário, composto por Eduardo Mário Tavares, música de Aldo Krieger. Em agosto de 2000 foi aprovado pela Câmara Muni...",hinos blumenau pouco tempo blumenau conhecida apenas hino centenário composto eduardo mário tavares música aldo krieger agosto aprovado câmara municipal,hin blumenau pouc temp blumenau conhec apen hin centen compost eduard mári tav músic ald krieg agost aprov câm municip,hinos blumenau pouco tempo blumenau conhecida apenas hino centenário composto eduardo mário tavares música aldo krieger agosto aprovado câmara municipal,"Nomes: Qual, Leitor, Nos"
http://adalbertoday.blogspot.com.br/2015/09/luz-eletrica-em-blumenau.html,"A LUZ ELÉTRICA EM BLUMENAU Por Carlos Braga Mueller/Jornalista e escritor em Blumenau Quando criou a Terra, Deus disse: “Faça-se a Luz ! “ E a luz foi feita. Durante séculos a humanidade habituou-se à...",luz elétrica blumenau carlos braga mueller/jornalista escritor blumenau criou terra deus disse faça-se luz luz feita durante séculos humanidade habituou-se,luz elétr blumenau carl brag mueller/jorn escri blumenau cri terr deu diss faça-s luz luz feit dur sécul human habituou-s,luz elétrica blumenau carlos braga mueller/jornalista escritor blumenau criou terra deus disse faça-se luz luz feita durante séculos humanidade habituou-se,"Datas: 02/09/1950 | Nomes: Edeme, Rua, Fontes"
http://adalbertoday.blogspot.com.br/2011/06/emancipacao-da-colonia-blumenau.html,"A EMANCIPAÇÃO DA COLÔNIA BLUMENAU O Prólogo e as Conseqüências [...] A palavra emancipação, no âmbito da organização político-administrativa, deve ser interpretada como “tornar-se autônomo”. Mas tal a...",emancipação colônia blumenau prólogo conseqüências palavra emancipação âmbito organização político-administrativa deve interpretada tornar-se autônomo tal autonomia pode alusiva colônias ter,emancip colôn blumenau prólog conseqü palavr emancip âmbit organiz político-administr dev interpret tornar-s autôn tal autonom pod alus colôn ter,emancipação colônia blumenau prólogo conseqüências palavra emancipação âmbito organização político-administrativa deve interpretada tornar-se autônomo tal autonomia pode alusiva colônias ter,"Nomes: Teresópolis, Munizip, Day"
